time,open,high,low,close,tick_volume,spread,real_volume
2026-08-01 00:30:00,62940.653,62971.669,62903.418,62970.516,2605,2424,0
2026-08-01 00:45:00,62970.516,62994.194,62901.216,62907.823,2498,2424,0
2026-08-01 01:00:00,62907.73,62943.272,62907.317,62943.035,3354,2424,0
2026-08-01 01:15:00,62943.035,62964.0,62887.55,62922.438,3614,2424,0
2026-08-01 01:30:00,62922.438,62952.288,62895.971,62943.718,3281,2424,0
2026-08-01 01:45:00,62943.718,62954.403,62914.843,62945.712,2332,2424,0
2026-08-01 02:00:00,62945.921,63003.635,62945.571,62991.083,3307,2424,0
2026-08-01 02:15:00,62991.083,63056.609,62991.077,63035.954,2223,2424,0
2026-08-01 02:30:00,63035.954,63067.488,63035.807,63042.274,1841,2424,0
2026-08-01 02:45:00,63042.274,63083.454,63021.782,63039.378,3338,2424,0
2026-08-01 03:00:00,63039.377,63045.1,62950.836,62957.422,3107,2424,0
2026-08-01 03:15:00,62957.419,63024.4,62936.021,62983.296,2861,2424,0
2026-08-01 03:30:00,62983.296,62999.4,62943.061,62969.528,2481,2424,0
2026-08-01 03:45:00,62969.528,62987.5,62948.014,62973.038,2568,2424,0
2026-08-01 04:00:00,62973.072,62988.4,62962.85,62987.783,2416,2424,0
2026-08-01 04:15:00,62987.783,63019.8,62987.756,63014.443,1976,2424,0
2026-08-01 04:30:00,63014.444,63038.887,63012.302,63038.877,2542,2424,0
2026-08-01 04:45:00,63038.877,63078.235,63034.016,63072.635,1966,2424,0
2026-08-01 05:00:00,63072.635,63116.845,63027.36,63092.834,2104,2424,0
2026-08-01 05:15:00,63092.908,63092.916,63039.244,63065.344,2977,2424,0
2026-08-01 05:30:00,63065.344,63072.182,62978.479,62982.163,2386,2424,0
2026-08-01 05:45:00,62982.163,63009.947,62968.11,62997.757,2131,2424,0
2026-08-01 06:00:00,62998.59,63013.693,62963.994,63000.681,2690,2424,0
2026-08-01 06:15:00,63000.777,63051.214,62977.314,63034.8,2689,2424,0
2026-08-01 06:30:00,63034.8,63044.882,63027.682,63032.591,1782,2424,0
2026-08-01 06:45:00,63032.591,63050.4,63028.91,63048.856,2473,2424,0
2026-08-01 07:00:00,63048.856,63085.572,63048.563,63080.49,3250,2424,0
2026-08-01 07:15:00,63080.462,63080.63,63035.354,63038.742,2580,2424,0
2026-08-01 07:30:00,63038.742,63038.742,62999.507,63013.293,2849,2424,0
2026-08-01 07:45:00,63013.286,63024.656,63010.942,63018.296,2796,2424,0
2026-08-01 08:00:00,63018.295,63071.017,63018.293,63070.939,1160,2424,0
2026-08-01 08:15:00,63070.939,63072.334,63060.689,63060.694,1466,2424,0
2026-08-01 08:30:00,63060.694,63107.938,63060.692,63069.005,1679,2424,0
2026-08-01 08:45:00,63069.005,63125.505,63057.89,63095.781,1829,2424,0
2026-08-01 09:00:00,63095.781,63110.261,63080.796,63082.961,2741,2424,0
2026-08-01 09:15:00,63082.961,63096.932,63067.797,63078.007,2302,2424,0
2026-08-01 09:30:00,63078.006,63085.557,63072.189,63072.238,1822,2424,0
2026-08-01 09:45:00,63072.238,63072.238,63012.33,63020.052,2294,2424,0
2026-08-01 10:00:00,63020.05,63084.029,62954.749,62979.44,3361,2424,0
2026-08-01 10:15:00,62979.304,63037.548,62964.193,63011.908,2009,2424,0
2026-08-01 10:30:00,63011.908,63046.9,62988.019,63036.662,1944,2424,0
2026-08-01 10:45:00,63036.663,63039.303,63006.99,63028.282,2217,2424,0
2026-08-01 11:00:00,63028.282,63031.815,63011.439,63031.738,2015,2424,0
2026-08-01 11:15:00,63031.738,63052.329,63008.675,63048.538,1703,2424,0
2026-08-01 11:30:00,63048.538,63062.931,63037.102,63040.602,1573,2424,0
2026-08-01 11:45:00,63040.602,63048.636,63040.241,63043.96,1701,2424,0
